employee_id,name,address,city,postal_code,latitude,longitude,snapped_latitude,snapped_longitude,optimal_employee_station,optimal_employee_station_id,optimal_employee_station_rank,optimal_office_station,optimal_office_station_id,optimal_office_station_rank,walk_home_to_station_min,transit_time_min,walk_station_to_office_min,total_commute_min,otp_route_found,car_distance_m,car_driving_time_min,car_parking_time_min,car_total_time_min,commute_time_bucket,transport_attractiveness,monthly_driving_cost,financial_attractiveness_Company Pays Full,financial_attractiveness_50% Subsidy,financial_attractiveness_Employee Pays Full,adoption_score_Company Pays Full,adoption_score_50% Subsidy,adoption_score_Employee Pays Full
EMP162,Svea Keudel B.Sc.,"Jörn-Mende-Weg 461, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP163,Herr Gisbert Dippel B.Eng.,"Blochstraße 23/66, 21109 Harburg",Harburg,21109,53.558351,10.011494,53.558351,10.011494,Gurlittstraße,291504281.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.6766666666666663,32.0,3.7066666666666666,37.38333333333333,True,16553.2,35.248333333333335,8,43.248333333333335,30-45 min,90.0,149.3192,100,100,80,94.0,94.0,86.0
EMP164,Alberto Hertrampf,"Freddy-Bender-Ring 82-17, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP165,Ing. Burghard Biggen B.A.,"Martina-Fischer-Weg 2-5, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP166,Maik Pieper,"Schwitalallee 81-91, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP167,Prof. Hartmuth Gotthard B.Sc.,"Irmela-Fechner-Ring 1-6, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,80,60,60,,,
EMP168,Frau Magrit Kraushaar B.Eng.,"Börnerstr. 6, 22844 Norderstedt",Norderstedt,22844,53.456267,9.970468,53.456196,9.970332,Eißendorfer Straße (TU Hamburg),728565503.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.183333333333334,49.7,3.7066666666666666,59.59,True,34873.3,48.88666666666666,8,56.88666666666666,45-60 min,70.0,259.2398,100,100,100,82.0,82.0,82.0
EMP169,Blanka Beyer,"Weinholdgasse 41/25, 22880 Wedel",Wedel,22880,53.624546,10.089318,53.624571,10.089389,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.1983333333333333,33.0,3.7066666666666666,38.904999999999994,True,13290.0,28.538333333333338,8,36.53833333333334,30-45 min,70.0,129.74,100,80,80,82.0,74.0,74.0
EMP170,Anto Trubin-Wulf,"Ritterring 377, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,77.29833333333333,True,40302.7,61.83166666666667,8,69.83166666666668,60+ min,70.0,291.8162,100,100,100,82.0,82.0,82.0
EMP171,Julie Kruschwitz,"Beierring 6030, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP172,Betty Koch,"Herrmanngasse 6450, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP173,Ing. Undine Pohl B.Eng.,"Kuhlweg 36-85, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP174,Friedhilde Dobes,"Iwona-Löffler-Gasse 3-9, 21107 Harburg",Harburg,21107,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP175,Univ.Prof. Helfried Killer,"Matthias-Speer-Ring 8/7, 22626 Ahrensburg",Ahrensburg,22626,53.748612,9.970313,53.748646,9.970126,,,,,,,,,,,False,12758.3,21.725,8,29.725,No route,,126.54979999999998,100,80,80,,,
EMP176,Micha Schweitzer,"Bergerweg 59/16, 22419 Hamburg",Hamburg,22419,53.551692,9.843486,53.551633,9.843436,Nienstedtener Marktplatz,6178309811.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.783333333333333,49.0,3.7066666666666666,55.489999999999995,True,23147.7,38.81333333333334,8,46.81333333333334,45-60 min,70.0,188.8862,100,100,100,82.0,82.0,82.0
EMP177,Carl Börner,"Knappestr. 802, 22145 Hamburg",Hamburg,22145,53.544334,10.075203,53.544292,10.075212,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,9.976666666666668,33.0,3.7066666666666666,46.68333333333333,True,19220.8,44.708333333333336,8,52.708333333333336,45-60 min,80.0,165.32479999999998,100,100,100,88.0,88.0,88.0
EMP178,Virginia Koch II B.Eng.,"Leyla-Seidel-Ring 16/39, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP179,Margareta Holsten,"Wiekgasse 785, 22629 Ahrensburg",Ahrensburg,22629,53.544294,10.075662,53.544326,10.075655,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,9.623333333333331,33.0,3.7066666666666666,46.33,True,19250.3,44.79666666666667,8,52.79666666666667,45-60 min,80.0,165.5018,100,100,100,88.0,88.0,88.0
EMP180,Francis Wohlgemut,"Victoria-Drewes-Gasse 778, 22589 Hamburg",Hamburg,22589,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP181,Cengiz Briemer,"Tlustekstraße 4947, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP182,Sylke Jacob,"Gerlachweg 61-25, 21682 Buxtehude",Buxtehude,21682,53.4540754,9.6704475,53.454069,9.670419,,,,,,,,,,,False,59517.0,72.7,8,80.7,No route,,407.102,100,100,100,,,
EMP183,Eckhardt Zorbach,"Ingetraud-Tröst-Allee 458, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP184,Irmtraut Rohleder,"Hugo-Zobel-Straße 5, 22880 Wedel",Wedel,22880,53.463576,9.95043,53.463709,9.950361,Am Fuchsberg,5961392027.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.3316666666666666,51.9,3.7066666666666666,58.938333333333325,True,32487.9,44.17333333333333,8,52.17333333333333,45-60 min,70.0,244.9274,100,100,100,82.0,82.0,82.0
EMP185,Dipl.-Ing. Ruth Ruppert,"Eleonore-Christoph-Gasse 7/8, 22629 Ahrensburg",Ahrensburg,22629,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,100,100,100,,,
EMP186,Birgit Zahn,"Fatih-Junck-Allee 87, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,80.27666666666666,True,31773.1,44.836666666666666,8,52.836666666666666,60+ min,30.0,240.6386,100,100,100,58.0,58.0,58.0
EMP187,Gerfried Gehringer-Fritsch,"Kristin-Ehlert-Straße 1, 22117 Hamburg",Hamburg,22117,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP188,Manuel Rohleder B.Eng.,"Tröstplatz 28/54, 22880 Wedel",Wedel,22880,53.564962,9.804837,53.56494,9.805162,Wilmans Park,333675785.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.35,54.0,3.7066666666666666,63.056666666666665,True,24682.5,41.656666666666666,8,49.656666666666666,60+ min,50.0,198.095,100,100,100,70.0,70.0,70.0
EMP197,Ing. Kathrin Anders B.Sc.,"Hendriksplatz 50/80, 22299 Hamburg",Hamburg,22299,53.586242,10.030343,53.58634,10.030258,Flüggestraße,353923211.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.235,24.0,3.7066666666666666,28.941666666666663,True,12751.1,28.11,8,36.11,0-30 min,90.0,126.5066,100,80,80,94.0,86.0,86.0
EMP198,Kasimir Rörricht,"Eimerring 16/75, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
EMP199,Ortrud Rogner B.Eng.,"Otmar-Röhrdanz-Ring 96, 22081 Hamburg",Hamburg,22081,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,43.815,True,14719.4,31.45,8,39.45,30-45 min,60.0,138.3164,100,100,80,76.0,76.0,68.0
EMP200,Kurt Pechel MBA.,"Filippo-Dietz-Straße 65/38, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,3.7066666666666666,67.32666666666667,True,38831.6,51.986666666666665,8,59.986666666666665,60+ min,60.0,282.9896,100,100,100,76.0,76.0,76.0
